증거 증,証,しょう,
더할 증,増,ぞう,ます、ふえる、ふやす
찔 증,蒸,じょう,むす、むれる、むらす
증세 증,症,しょう,
일찍 증,曽,そう,
미울 증,憎,ぞう,にくむ、にくい、にくらしい、にくしみ
줄 증,贈,ぞう、そう,おくる
그칠 지,止,し,とまる、とめる
땅 지,地,ち、じ,
못 지,池,ち,いけ
알 지,知,ち,しる
종이 지,紙,し,かみ
가질 지,持,じ,もつ
가리킬 지,指,し,ゆび、さす
지탱할 지,支,し,ささえる
뜻 지,志,し,こころざす、こころざし
가지 지,枝,し,えだ
이를 지,至,し,いたる
기록할 지,誌,し,
뜻 지,旨,し,むね、うまい
잡초 지,芝,,しば
팔다리 지,肢,し,
복 지,祉,し,
기름 지,脂,し,あぶら
더딜/늦을 지,遅,ち,おくれる、おくらす、おそい
담글 지,漬,,つける、つかる
잡을 지,摯,し,
곧을 직,直,ちょく、じき,ただちに、なおす、なおる
직분 직,職,しょく,
짤 직,織,しょく、しき,おる
참 진,真,しん,ま
나아갈 진,進,しん,すすむ、すすめる
다할 진,尽,じん,つくす、つきる、つかす
나루 진,津,しん,つ
보배 진,珍,ちん,めずらしい
진칠 진,陣,じん,
떨칠 진,振,しん,ふる、ふるう、ふれる
베풀/묵을 진,陳,ちん,
진찰할 진,診,しん,みる
우레 진,震,しん,ふるう、ふるえる
진압할 진,鎮,ちん,しずめる、しずまる
바탕 질,質,しつ、しち,
꾸짖을 질,叱,しつ,しかる
경질할 질,迭,てつ,
병 질,疾,しつ,
차례 질,秩,ちつ,
막힐 질,窒,ちつ,
미워할 질,嫉,しつ,ねたむ、ねたましい
나 짐,朕,ちん,
모을 집,集,しゅう,あつまる、あつめる、つどう
잡을 집,執,しつ、しゅう,とる
부를 징,徴,ちょう,
맑을 징,澄,ちょう,すむ、すます
징계할 징,懲,ちょう,こりる、こらす、こらしめる
수레 차/수레 거,車,しゃ,くるま
차 차/차 다,茶,ちゃ、さ,
버금 차,次,じ、し,つぎ、つぐ
다를 차,差,さ,さす
빌릴 차,借,しゃく,かりる
또 차,且,,かつ
가릴 차,遮,しゃ,さえぎる
붙을 착,着,ちゃく、じゅく,きる、きせる、つく、つける
잡을 착,捉,そく,とらえる
짤 착,搾,さく,しぼる
어긋날 착,錯,さく,
도울 찬,賛,さん,
편지 찰,札,さつ,ふだ
살필 찰,察,さつ,
절 찰,刹,さつ、せつ,
핍박할 찰,拶,さつ,
문지를 찰,擦,さつ,する、すれる
참여할 참/석 삼,参,さん,まいる
참혹할 참,惨,さん、ざん,みじめ、むごい
벨 참,斬,ざん,きる
곳집 창,倉,そう,くら
부를 창,唱,しょう,となえる
창 창,窓,そう,まど
비롯할 창,創,そう,
드러날 창,彰,しょう,
나물 채,菜,さい,な
캘 채,採,さい,とる
풍채 채,采,さい,
채색 채,彩,さい,いろどる
빚 채,債,さい,
꾸짖을 책,責,せき,せめる
책 책,冊,さつ、さく,
꾀 책,策,さく,
울타리 책,柵,さく,
아내 처,妻,さい,つま
곳 처,処,しょ,
쓸쓸할 처,凄,せい,すごい、すさまじい
자 척,尺,しゃく,
물리칠 척,斥,せき,しりぞける
넓힐 척/박을 탁,拓,たく,
외짝 척,隻,せき,
등마루 척,脊,せき,
칠 척,捗,ちょく,はかどる
친척 척,戚,せき,
일천 천,千,せん,ち
내 천,川,せん,かわ
하늘 천,天,てん,あめ、あま
얕을 천,浅,せん,あさい
샘 천,泉,せん,いずみ
밟을 천,践,せん,
옮길 천,遷,せん,
천거할 천,薦,せん,すすめる
쇠 철,鉄,てつ,
볼록할 철,凸,とつ,でこ
밝을 철,哲,てつ,
통할 철,徹,てつ,
거둘 철,撤,てつ,
더할 첨,添,てん,そえる、そう
거듭 첩,畳,じょう,たたむ、たたみ
붙일 첩,貼,ちょう、てん,はる
푸를 청,青,せい,あお、あおい
갤 청,晴,せい,はれる、はらす
맑을 청,清,せい、しょう,きよい、きよらか、きよまる、きよめる
관청 청,庁,ちょう,
청할 청,請,せい、しん,こう、うける
들을 청,聴,ちょう,きく
몸 체,体,たい、てい,からだ
갈릴 체,逓,てい,
잡을 체,逮,たい,
바꿀 체,替,たい,かえる、かわｒ
막힐 체,滞,たい,とどこおる
맺을 체,締,てい,しまる、しめる
살필 체,諦,てい、たい,あきらめる
풀 초,草,そう,くさ
분초 초,秒,びょう,
처음 초,初,しょ,はじめ、はじめて、はつ、うい、そめる
부를 초,招,しょう,まねく
뽑을 초,抄,しょう,
닮을/같을 초,肖,しょう,
식초 초,酢,さく,す
탈 초,焦,しょう,こげる、こがす、こがれる、あせる
화약 초,硝,しょう,
뛰어넘을 초,超,ちょう,こえる、こす
암초 초,礁,しょう,
주춧돌 초,礎,そ,いしずえ
재촉할 촉,促,そく,うながす
닿을 촉,触,しょく,ふれる、さわる
부탁할 촉,嘱,しょく,
마을 촌,村,そん,むら
마디 촌,寸,すん,
다 총,総,そう,
무덤 총,塚,,つか
총 총,銃,じゅう,
사진 찍을 촬,撮,さつ,とる
가장 최,最,さい,もっとも
재촉할 최,催,さい,もよおす
가을 추,秋,しゅう,あき
쫓을/따를 추,追,つい,おう
밀 추,推,すい,おす
뽑을 추,抽,ちゅう,
지도리 추,枢,すう,
등골 추,椎,つい,しい
떨어질 추,墜,つい,
추할 추,醜,しゅう,みにくい
빌 축,祝,しゅく、しゅう,いわう
쌓을 축,築,ちく,きずく
줄일 축,縮,しゅく,ちぢむ、ちぢまる、ちぢめる、ちぢれる、ちぢらす
쫓을 축,逐,ちく,
짐승 축,畜,ちく,
굴대 축,軸,じく,
모을 축,蓄,ちく,たくわえる
찰 축,蹴,しゅう,ける
봄 춘,春,しゅん,はる
날 출,出,しゅつ、すい,でる、だす
벌레 충,虫,ちゅう,むし
충성 충,忠,ちゅう,
채울 충,充,じゅう,あてる
화할 충,沖,ちゅう,おき
속마음 충,衷,ちゅう,
찌를 충,衝,しょう,
가질 취,取,しゅ,とる
나아갈 취,就,しゅう、じゅ,つく、つける
불 취,吹,すい,ふく
불 땔 취,炊,すい,たく
냄새 취,臭,しゅう,くさい、におう
취할 취,酔,すい,よう
뜻 취,趣,しゅ,おもむき
곁 측,側,そく,がわ
헤아릴 측,測,そく,はかる
층 층,層,そう,
이 치,歯,し,は
다스릴 치,治,じ、ち,おさめる、おさまる、なおる、なおす
둘 치,置,ち,おく
값 치,値,ち,ね、あたい
부끄러울 치,恥,ち,はじ、はじる、はじらう、はずかしい
이를 치,致,ち,いたす
어리석을 치,痴,ち,
어릴 치,稚,ち,
빽빽할 치,緻,ち,
법칙 칙,則,そく,
칙서 칙,勅,ちょく,
친할 친,親,しん,おや、したしい、したしむ
일곱 칠,七,しち,なな、ななつ、なの
옻 칠,漆,しつ,うるし
바늘 침,針,しん,はり
잠길 침,沈,ちん,しずむ、しずめる
배게 침,枕,ちん,まくら
침노할 침,侵,しん,おかす
잠길 침,浸,しん,ひたす、ひたる
잘 침,寝,しん,ねる、ねかす
일컬을 칭,称,しょう,
쾌할 쾌,快,かい,こころよい
칠 타,打,だ,うつ
다를 타,他,た,ほか
온당할 타,妥,だ,
침 타,唾,だ,つば
떨어질 타,堕,だ,
게으를 타,惰,だ,
높을 탁,卓,たく,
부탁할 탁,託,たく,
흐릴 탁,濁,だく,にごる、にごす
씻을 탁,濯,たく,
숯 탄,炭,たん,すみ
낳을 탄,誕,たん,
탄알 탄,弾,だん,ひく、はずむ、たま
탄식할 탄,嘆,たん,なげく、なげかわしい
터질 탄,綻,たん,ほころびる、ほころぶ
벗을 탈,脱,だつ,ぬぐ、ぬげる
빼앗을 탈,奪,だつ,うばう
찾을 탐,探,たん,さぐる、さがす
탐할 탐,貪,どん,むさぼる
탑 탑,塔,とう,
탈 탑,搭,とう,
끓일 탕,湯,とう,ゆ
클 태,太,たい、た,ふとい、ふとる
모습 태,態,たい,
사치할 태,汰,た,
게으를 태,怠,たい,おこたる、なまける
아이 밸 태,胎,たい,
클 태,泰,たい,
짐 실을 태,駄,だ,
집 택,宅,たく,
가릴 택,択,たく,
못 택,沢,たく,さわ
흙 토,土,ど、と,つち
칠 토,討,とう,うつ
토할 토,吐,と,はく
통할 통,通,つう、つ,とおる、とおす、かよう
거느릴 통,統,とう,すべる
아플 통,痛,つう,いたい、いたむ、いためる
통 통,筒,とう,つつ
물러날 퇴,退,たい,しりぞく、しりぞける
언덕/쌓을 퇴,堆,たい,うずたかい
던질 투,投,とう,なげる
샘낼 투,妬,と,ねたむ、ねたましい
사무칠 투,透,とう,すく、すかす、すける
싸울 투,闘,とう,たたかう
특별할 특,特,とく,
물결 파,波,は,なみ
깨뜨릴 파,破,は,やぶる、やぶれる
갈래 파,派,は,
잡을 파,把,は,
할머니 파,婆,ば,
마칠 파,罷,ひ,
언덕 판,坂,はん,さか
널빤지 판,板,はん、ばん,いた
판단할 판,判,はん、ばん,
판목 판,版,はん,
언덕 판,阪,はん,さか
팔 판,販,はん,
여덟 팔,八,はち,や、やつ、やっつ、よう
조개 패,貝,,かい
패할 패,敗,はい,やぶれる
염불 소리 패,唄,,うた
으뜸 패,覇,は,
부풀 팽,膨,ぼう,ふくらむ、ふくれる
편할 편/오줌 변,便,べん、びん,たより
엮을 편,編,へん,あむ
조각 편,片,へん,かた
치우칠 편,偏,へん,かたよる
두루 편,遍,へん,
평평할 평,平,へい、びょう,たいら、ひら
평할 평,評,ひょう,
들 평,坪,,つぼ
허파 폐,肺,はい,
대궐 섬돌 폐,陛,へい,
닫을 폐,閉,へい,しまる、しめる、とじる、とざす
버릴 폐,廃,はい,すたれる、すたる
화폐 폐,幣,へい,
폐단 폐,弊,へい,
덮을 폐,蔽,へい,
쌀 포,包,ほう,つつむ
베 포,布,ぶ,ぬの
두려워할 포,怖,ぶ,こわい
안을 포,抱,ほう,だく、いだく、かかえる
거품 포,泡,ほう,あわ
세포 포,胞,ほう,
잡을 포,捕,ほ,とらえる、とらわれる、とる、つかまえる、つかまる
대포 포,砲,ほう,
개 포,浦,ほ,うら
먹일 포,哺,ほ,
배부를 포,飽,ほう,あきる、あかす
펼/가게 포,舗,ほ,
기릴 포,褒,ほう,ほめる
사나울 폭,暴,ぼう、ばく,あばく、あばれる
폭 폭,幅,ふく,はば
불터질 폭,爆,ばく,
겉 표,表,ひょう,おもて、あらわす、あらわれる
표 표,票,ひょう,
표할 표,標,ひょう,
나누어 줄 표,俵,ひょう,たわら
떠다닐 표,漂,ひょう,ただよう
물건 품,品,ひん,しな
바람 풍,風,ふう、ふ,かぜ、かざ
풍년 풍,豊,ほう,ゆたか
가죽 피,皮,ひ,かわ
저 피,彼,ひ,かれ、かの
헤칠 피,披,ひ,
피곤할 피,疲,ひ,つかれる
입을 피,被,ひ,こうむる
피할 피,避,ひ,さける
붓 필,筆,ひつ,ふで
반드시 필,必,ひつ,かならず
짝 필,匹,ひつ,ひき
모자랄 핍,乏,ぼう,とぼしい
아래 하,下,か、げ,した、しも、もと、さげる、さがる、おりる、おろす、くだる
어찌 하,何,か,なに、なん
여름 하,夏,か、げ,なつ
멜 하,荷,か,に
물 하,河,か,かわ
하례할 하,賀,が,
배울 학,学,がく,まなぶ
모질 학,虐,ぎゃく,しいたげる
학 학,鶴,かく,つる
찰 한,寒,かん,さむい
한나라 한,漢,かん,
제한할 한,限,げん,かぎる
땀 한,汗,かん,あせ
한 한,恨,こん,うらむ、うらめしい
한가할 한,閑,かん,
나라 한,韓,かん,
벨 할,割,かつ,わる、わり、われる、さく
다스릴 할,轄,かつ,
머금을 함,含,がん,ふくむ、ふくめる
빠질 함,陥,かん,おちいる、おとしいれる
큰 배 함,艦,かん,
합할 합,合,ごう、がっ、かっ,あう、あわす、あわせる
항구 항,港,こう,みなと
배 항,航,こう,
겨룰 항,抗,こう,
항상 항,恒,こう,
항목 항,項,こう,
바다 해,海,かい,うみ
해할 해,害,がい,
풀 해,解,かい、げ,とく、とける、とかす
각출/마땅 해,該,がい,
본보기 해,楷,かい,
화할 해,諧,かい,
뼈 해,骸,がい,
꾸짖을 핵,劾,がい,
씨 핵,核,かく,
갈 행,行,こう、ぎょう、あん,いく、ゆく、おこなう
다행 행,幸,こう,さいわい、さち、しあわせ
향할 향,向,こう,むく、むかう、むける、むこう
시골 향,郷,きょう、ごう,
누릴 향,享,きょう,
향기 향,香,こう,か、かおり、かおる
울릴 향,響,きょう,ひびく
허락할 허,許,きょ,ゆるす
빌 허,虚,きょ、こ,むなしい
법 헌,憲,けん,
집 헌,軒,けん,のき
드릴 헌,献,けん、こん,
시험 험,験,けん、げん,
험할 험,険,けん,けわしい
가죽 혁,革,かく,かわ
성낼 혁,嚇,かく,
고을 현,県,けん,
나타날 현,現,げん,あらわれる、あらわす
검을 현,玄,げん,
시위 현,弦,げん,つる
뱃전 현,舷,げん,
어질 현,賢,けん,かしこい
나타날 현,顕,けん,
달 현,懸,けん、け,かける、かかる
피 혈,血,けつ,ち
구멍 혈,穴,けつ,あな
싫어할 혐,嫌,けん、げん,きらう、いや
화합할 협,協,きょう,
골짜기 협,峡,きょう,
낄 협,挟,きょう,はさむ、はさまる
좁을 협,狭,きょう,せまい、せばめる、せばまる
위협할 협,脅,きょう,おびやかす、おどす、おどかす
옆구리 협,脇,,わき
뺨 협,頬,,ほお
맏 형,兄,きょう、けい,あに、にい
모양 형,形,けい、ぎょう,かた、かたち
모형 형,型,けい,かた
형벌 형,刑,けい,
도리 형,桁,こう,けた
반딧불 형,蛍,けい,ほたる
저울대 형,衡,こう,
은혜 혜,恵,けい、え,めぐむ
집 호,戸,こ,と
이름 호,号,ごう,
호수 호,湖,こ,みずうみ
좋을 호,好,こう,すく、このむ
도울 호,護,ご,
부를 호,呼,こ,よぶ
서로 호,互,ご,たがい
범 호,虎,こ,とら
활 호,弧,こ,
호걸 호,豪,ごう,
미혹할 혹,惑,わく,まどう
심할 혹,酷,こく,
섞을 혼,混,こん,まざる、まぜる、こむ
혼인할 혼,婚,こん,
넋 혼,魂,こん,たましい
붉을 홍,紅,こう、く,べに、くれない
넓을 홍,洪,こう,
무지개 홍,虹,にじ,
불 화,火,か,ひ、ほ
꽃 화,花,か,はな
그림 화/그을 획,画,が、かく,
말씀 화,話,わ,はなす、はなし
될 화,化,か、け,ばける、ばかす
화할 화,和,わ、お,なごむ、なごやか、やわらぐ、やわらげる
재물 화,貨,か,
빛날 화,華,か、け,はなやか、はなばなしい
재앙 화,禍,か,
신발 화,靴,か,くつ
굳을 확,確,かく,たしか、たしかめる
넓힐 확,拡,かく,
거둘 확,穫,かく,
둥글 환,丸,がん,まる、まるい、まるめる
헛보일 환,幻,けん,まぼろし
근심 환,患,かん,わずらう
부를 환,喚,かん,
바꿀 환,換,かん,かえる、かわる
기쁠 환,歓,かん,
돌아올 환,還,かん,
고리 환,環,かん,
살 활,活,かつ,いかす
미끄러울 활,滑,かつ、こつ,すべる、なめらか
누를 황,黄,おう、こう,き、こ
임금 황,皇,こう、おう,
상황 황,況,きょう,
거칠 황,荒,こう,あらい、あれる、あらす
어리둥절할 황,慌,こう,あわてる、あわただしい
모일 회,会,かい、え,あう
돌 회,回,かい、え,まわる、まわす
그림 회,絵,え、かい,
재 회,灰,かい,はい
뉘우칠 회,悔,かい,くいる、くやむ、くやしい
상수리나무 회,栃,,とち
뇌물 회,賄,わい,まかなう
품을 회,懐,かい,なつかしい、なつかしむ、なつく、なつける、ふところ
얻을 획,獲,かく,える
가로 횡,横,おう,よこ
효과 효,効,こう,きく
효도 효,孝,こう,
새벽 효,暁,ぎょう,あかつき
삭힐 효,酵,こう,
뒤 후,後,ご、こう,のち、うしろ、あと、おくれる
기후 후,候,こう,そうろう
두터울 후,厚,こう,あつい
임금/왕후 후,后,こう,きさき
썩을 후,朽,きゅう,くちる
제후 후,侯,こう,
목구멍 후,喉,こう,のど
맡을 후,嗅,きゅう,かぐ
가르칠 훈,訓,くん,
공 훈,勲,くん,いさお
향 풀 훈,薫,くん,かおる
헐 훼,毀,き,こわす、こぼれる、こぼつ
휘두를 휘,揮,き,
무리 휘,彙,い,
빛날 휘,輝,き,かがやく
쉴 휴,休,きゅう,やすむ、やすまる、やすめる
이끌 휴,携,けい,たずさえる、たずさわる
가슴 흉,胸,きょう,むね、むな
흉할 흉,凶,きょう,
검을 흑,黒,こく,くろ、くろい
흔적 흔,痕,こん,あと
마실 흡,吸,きゅう,すう
일어날 흥,興,こう、きょう,おこる、おこす
바랄 희,希,き,
기쁠 희,喜,き,よろこぶ
계집 희,姫,,ひめ
놀이 희,戯,ぎ,たわむれる
희생할 희,犠,ぎ,
꾸짖을 힐,詰,きつ,つめる、つまる、つむ
(일본한자)담다,込,,こむ、こめる
(일본한자)밭,畑,,はた、はたけ
(일본한자)테두리,枠,,わく
(일본한자)고개,峠,,とうげ
