날 비,飛,ひ,とぶ、とばす
쓸 비,費,ひ,ついやす、ついえる
견줄 비,比,ひ,くらべる
아닐 비,非,ひ,
살찔 비,肥,ひ,こえる、こえ、こやす
갖출 비,備,び,そなえる、そなわる
비평할 비,批,ひ,
숨길 비,秘,ひ,ひめる
왕비 비,妃,ひ,
끓을 비,沸,ふつ,わく、わかす
분비할 비/ 스며흐를 필,泌,ひ、ひつ,
낮을 비,卑,ひ,いやしい、いやしむ、いやしめる
사립문 비,扉,ひ,とびら
비석 비,碑,ひ,いしぶみ
가난할 빈,貧,ひん、びん,まずしい
물가 빈,浜,ひん,はま
손 빈,賓,ひん,
자주 빈,頻,ひん,
얼음 빙,氷,ひょう,こおり、ひ
넉 사,四,し、よ、よつ、よん,
실 사,糸,し,いと
절 사,寺,じ,てら
모일 사,社,しゃ,やしろ
생각 사,思,し,おもう
베낄 사,写,しゃ,うつす、うつる
섬길 사,仕,し,つかえる
죽을 사,死,し,しぬ
일 사,事,じ、ず,こと
하여금 사,使,し,つかう
선비 사,士,し,
사기 사,史,し,
맡을 사,司,し,つかさどる
말씀 사,辞,じ,やめる
닮을 사,似,じ,にる
집 사,舎,しゃ,
조사할 사,査,さ,
스승 사,師,し,
기를 사,飼,し,かう
사례할 사,謝,しゃ,あやまる
사사로울 사,私,し,わたくし、わたし
모래 사,砂,さ、しゃ,すな
쏠 사,射,しゃ,いる
버릴 사,捨,しゃ,すてる
말 사,詞,し,
모래 사,沙,さ,すな
엿볼 사,伺,し,うかがう
간사할 사,邪,じゃ,
풀 사,卸,,おろす、おろし
부추길 사,唆,さ,そそのかす
비스듬할 사,斜,しゃ,ななめ
뱀 사,蛇,じゃ、だ,へび
용서할 사,赦,しゃ,
속일 사,詐,さ,
이을 사,嗣,し,つぐ
줄 사,賜,し,たまわる
깎을 삭,削,さく,けずる
뫼 산,山,さん,やま
셈 산,算,さん,
낳을 산,産,さん,うむ、うまれる、うぶ
흩을 산,散,さん,ちる、ちらす、ちらかす、ちらかる
실 산,酸,さん,すい
우산 산,傘,さん,かさ
죽일 살/ 덜 쇄,殺,さつ、さい、せつ,ころす
석 삼,三,さん,み、みつ
수풀 삼,森,しん,もり
삼나무 삼,杉,,すぎ
꽂을 삽,挿,そう,さす
떫을 삽,渋,じゅう,しぶ、しぶい、しぶる
윗 상,上,じょう,うえ、うわ、かみ、あげる、あがる、のぼる
장사 상,商,しょう,あきなう
서로 상,相,そう、しょう,あい
생각 상,想,そう、そ,おもう
상자 상,箱,,はこ
코끼리 상,象,しょう、ぞう,
상줄 상,賞,しょう,ほめる、めでる
형상 상/ 문서 장,状,じょう,
항상 상,常,じょう,つね、とこ
모양 상,像,ぞう,
다칠 상,傷,しょう,きず、いたむ、いためる
평상 상,床,しょう,とこ、ゆか
오히려 상,尚,しょう,
상서로울 상,祥,しょう,
뽕나무 상,桑,そう,くわ
시원할 상,爽,そう,さわやか
잃을 상,喪,そう,も
자세할 상,詳,しょう,くわしい
갚을 상,償,しょう,つぐなう
서리 상,霜,そう,しも
옥새 새,璽,じ,
빛 색,色,しょく、しき,いろ
찾을 색/ 동아줄 삭,索,さく,
막힐 색/ 변방 새,塞,そく、さい,ふさぐ、ふさがる
날 생,生,せい、しょう,いきる、いかす、いける、うまれる、はえる、なま
희생 생,牲,せい,
서녘 서,西,せい、さい,にし
글 서,書,しょ,かく
더울 서,暑,しょ,あつい
차례 서,序,じょ,
마을 서,署,しょ,
펼 서,叙,じょ,のべる
천천히 할 서,徐,じょ,おもむろ
갈 서,逝,せい,ゆく、いく
여러 서,庶,しょ,
사위 서,婿,せい,むこ
실마리 서,緒,しょ、ちょ,お
맹세할 서,誓,せい,ちかう
저녁 석,夕,せき,ゆう
돌 석,石,せき、しゃく、こく,いし
예 석,昔,せき、しゃく,むかし
자리 석,席,せき,
쪼갤 석,析,せき,
풀 석,釈,しゃく,
아낄 석,惜,せき,おしい、おしむ
개펄 석,潟,,かた
먼저 선,先,せん,さき
배 선,船,せん,ふね、ふな
줄 선,線,せん,
고를 선,選,せん,えらぶ
베풀 선,宣,せん,
착할 선,善,せん,よい
신선 선,仙,せん,
부채 선,扇,せん,おうぎ
돌 선,旋,せん,
부러워할 선,羨,せん,うらやむ、うらやましい
샘 선,腺,せん,
선 선,禅,ぜん,
반찬 선,膳,ぜん,
고울 선,鮮,せん,あざやか
기울 선,繕,ぜん,つくろう
눈 설,雪,せつ,ゆき
말씀 설/ 달랠 세,説,せつ、ぜい,とく
혀 설,舌,ぜつ,した
베풀 설,設,せつ,もうける
가늘 섬,繊,せん,
건널 섭,渉,しょう,
다스릴/ 잡을 섭,摂,せつ,
별 성,星,せい、しょう,ほし
소리 성,声,せい、しょう,こえ、こわ
이룰 성,成,せい、じょう,なす、なる
살필 성/ 덜 생,省,せい、しょう,かえりみる、はぶく
성품 성,性,せい、しょう,
성 성,城,じょう,しろ
성할 성,盛,せい、じょう,もる、さかる、さかん
정성 성,誠,せい,まこと
성인 성,聖,せい,
성씨 성,姓,せい、しょう,
깰 성,醒,せい,さめる、さます
가늘 세,細,さい,ほそい、ほそる、こまか、こまかい
인간/ 세상 세,世,せい、せ,よ
세금 세,税,ぜい,
형세 세,勢,せい,いきおい
씻을 세,洗,せん,あらう
해 세,歳,さい、せい,
작을 소,小,しょう,ちいさい、こ、お
적을 소,少,しょう,すくない、すこし
바 소,所,しょ,ところ
밝을 소,昭,しょう,
사라질 소,消,しょう,きえる、けす
웃음 소,笑,しょう,わらう、えむ
새집 소,巣,そう,す
불사를 소,焼,しょう,やく、やける
본디/ 흴 소,素,す、そ,
부를 소,召,しょう,めす
못 소,沼,しょう,ぬま
꽃필 소,咲,,さく
밤 소,宵,しょう,よい
이을 소,紹,しょう,
쓸 소,掃,そう,はく
호소할 소,訴,そ,うったえる
성길 소,疎,そ,うとい、うとむ
흙 빚을 소,塑,そ,
거스를 소,遡,そ,さかのぼる
떠들 소,騒,そ,さわぐ、さわがしい
빠를 속,速,そく,はやい、はやめる、はやまる、すみやか
묶을 속,束,そく,たば、たばねる
이을 속,続,ぞく,つづく、つづける
무리 속,属,ぞく,
풍속 속,俗,ぞく,
손자 손,孫,そん,まご
덜 손,損,そん,そこなう、そこねる
겸손할 손,遜,そん,へりくだる
보낼 송,送,そう,おくる
소나무 송,松,しょう,まつ
송사할 송,訟,しょう,
인쇄할 쇄,刷,さつ,する
부술 쇄,砕,さい,くだく、くだける
쇠사슬 쇄,鎖,さ,くさり
쇠할 쇠,衰,すい,おとろえる
물 수,水,すい,みず
손 수,手,しゅ,て、た
머리 수,首,しゅ,くび
셈 수,数,すう、す,かず、かぞえる
지킬 수,守,しゅ、す,まもる、もり
받을 수,受,じゅ,うける、うかる
닦을 수,修,しゅう、しゅ,おさめる、おさまる
줄 수,授,じゅ,さずける、さずかる
보낼 수,輸,ゆ,
거둘 수,収,しゅう,おさまる、おさめる
드리울 수,垂,すい,たれる、たらす
나무 수,樹,じゅ,
가둘 수,囚,しゅう,
빼어날 수,秀,しゅう,ひいでる
목숨 수,寿,じゅ,ことぶき
사냥할 수,狩,しゅ,かる
장수 수,帥,すい,
찾을 수,捜,そう,さがす
다를 수,殊,しゅ,こと
소매 수,袖,しゅう,そで
순수할 수,粋,すい,いき
부끄러울 수,羞,しゅう,
드디어 수,遂,すい,とげる
모름지기 수,須,す,すべからく
여윌 수,痩,そう,やせる
따를 수,随,ずい,
졸음 수,睡,すい,
갚을 수,酬,しゅう,
근심 수,愁,しゅう,うれえる、うれい
쓰일/ 쓸 수,需,じゅ,
누구 수,誰,,だれ
이삭 수,穂,すい,ほ
짐승 수,獣,じゅう,けもの
뼛골 수,髄,ずい,
잘 숙,宿,しゅく,やど、やどる、やどす
익을 숙,熟,じゅく,うれる
아저씨 숙,叔,しゅく,
맑을 숙,淑,しゅく,
엄숙할 숙,粛,しゅく,
글방 숙,塾,じゅく,
순할 순,順,じゅん,
순수할 순,純,じゅん,
열흘 순,旬,じゅん、しゅん,
돌/ 순행할 순,巡,じゅん,めぐる
방패 순,盾,じゅん,たて
입술 순,唇,しん,くちびる
따라죽을 순,殉,じゅん,
돌 순,循,じゅん,
눈 깜짝일 순,瞬,しゅん,またたく
펼 술,述,じゅつ,のべる
재주 술,術,じゅつ,
높을 숭,崇,すう,
무릎 슬,膝,しつ,ひざ
주울 습/ 열 십,拾,しゅう,ひろう
익힐 습,習,しゅう,ならう
젖을 습,湿,しつ,しめる、しめす、しめっぽい
엄습할 습,襲,しゅう,おそう
탈 승,乗,じょう,のる、のせる
이길 승,勝,しょう,かつ、まさる
이을 승,承,しょう,うけたまわる
되 승,升,しょう,ます
오를 승,昇,しょう,のぼる
중 승,僧,そう,
노끈 승,縄,じょう,なわ
저자 시,市,し,いち
화살 시,矢,し,や
때 시,時,じ,とき
비로소 시,始,し,はじめる、はじまる
시 시,詩,し,
시험 시,試,し,ためす、こころみる
보일 시,示,じ、し,しめす
볼 시,視,し,
모실 시,侍,じ,さむらい
감나무 시,柿,し,かき
베풀 시,施,し、せ,ほどこす
옳을 시,是,ぜ,
밥/ 먹을 식,食,しょく、じき,たべる、くう、くらう
법 식,式,しき,
쉴 식,息,そく,いき
심을 식,植,しょく,うえる、うわる
알 식,識,しき,
씻을 식,拭,しょく,ふく、ぬぐう
불릴 식,殖,しょく,ふえる、ふやす
꾸밀 식,飾,しょく,かざる
새 신,新,しん,あたらしい、あらた、にい
거듭 신,申,しん,もうす
몸 신,身,しん,み
귀신 신,神,しん、じん,かみ、かん、こう
신하 신,臣,しん、じん,
믿을 신,信,しん,
빠를 신,迅,じん,
펼 신,伸,しん,のびる、のばす、のべる
매울 신,辛,しん,からい
아이 밸 신,娠,しん,
신사 신,紳,しん,
삼갈 신,慎,しん,つつしむ
콩팥 신,腎,じん,
섶 신,薪,しん,たきぎ
집 실,室,しつ,むろ
열매 실,実,じつ,み、みのる
잃을 실,失,しつ,うしなう
마음 심,心,しん,こころ
깊을 심,深,しん,ふかい、ふかまる、ふかめる
등심초 심,芯,しん,
심할 심,甚,じん,はなはだ、はなはだしい
찾을 심,尋,じん,たずねる
살필 심,審,しん,
열 십,十,じゅう,と、とお
두 쌍/ 쌍,双,そう,ふた
각시/ 성씨 씨,氏,し,うじ
아이 아,児,じ、に,
싹 아,芽,が,め
나 아,我,が,われ、わ
어금니 아,牙,が、け,きば
버금 아,亜,あが,
맑을 아,雅,が,
주릴 아,餓,が,
악할 악/ 미워할 오,悪,あく、お,わるい
큰 산 악,岳,がく,たけ
쥘 악,握,あく,にぎる
턱 악,顎,がく,あご
낯 안,顔,がん,かお
편안 안,安,あん,やすい
언덕 안,岸,がん,きし
책상 안,案,あん,
눈 안,眼,がん、げん,まなこ
뵐 알,謁,えつ,
바위 암,岩,がん,いわ
어두울 암,暗,あん,くらい
나 암,俺,,おれ
숨을 암,闇,,やみ
누를 압,圧,あつ,
누를 압,押,おう,おう、おさえる
가운데 앙,央,おう,
우러를 앙,仰,ぎょう、こう,おおぐ、おおせ
사랑 애,愛,あい,
슬플 애,哀,あい,あわれ、あわれむ
밀칠 애,挨,あい,
물가 애,涯,がい,
언덕 애,崖,がい,がけ
희미할 애,曖,あい,
진 액,液,えき,
이마 액,額,がく,ひたい
액 액,厄,やく,
앵두 앵,桜,おう,さくら
밤 야,夜,や,よ、よる
들 야,野,や,の
불릴 야,冶,や,
약할 약,弱,じゃく,よわい、よわまる、よわめる、よわる
약 약,薬,やく,くすり
맺을 약,約,やく,
같을 약,若,じゃく、にゃく,わかい、もしくは
뛸 약,躍,やく,おどる
양 양,羊,よう,ひつじ
큰 바다 양,洋,よう,
볕 양,陽,よう,
모양 양,様,よう,さま
기를 양,養,よう,やしなう
날릴 양,揚,よう,あげる、あがる
헐 양,瘍,よう,
흙덩이 양,壌,じょう,
아가씨 양,嬢,じょう,
사양할 양,譲,じょう,ゆずる
술빚을 양,醸,じょう,かもす
물고기 어,魚,ぎょ,さかな、うお
말씀 어,語,ご,かたる、かたらう
고기 잡을 어,漁,ぎょ、きょう,
거느릴 어,御,ぎょ、ご,おん
억 억,億,おく,
누를 억,抑,よく,おさえる
생각할 억,憶,おく,
가슴 억,臆,おく,
말씀 언,言,げん、ごん,いう、こと
엄할 엄,厳,げん、ごん,おごそか、きびしい
업 업,業,ぎょう、ごう,わざ
나/ 남을 여,余,よ,あまる、あます
더불/ 줄 여,与,よ,あたえる
같을 여,如,じょ、にょ,
부릴 역,役,やく、えき,
역 역,駅,えき,
바꿀 역/ 쉬울 이,易,えき、い,やさしい
거스를 역,逆,ぎゃく,さか、さからう
지경 역,域,いき,
번역할 역,訳,やく,わけ
전염병 역,疫,えき、やく,
갈 연,研,けん,とぐ
그럴 연,然,ぜん、ねん,
펼 연,演,えん,
탈 연,燃,ねん,もえる、もやす、もす
늘일 연,延,えん,のびる、のべる、のばす
물 따라갈 연,沿,えん,そう
잔치 연,宴,えん,
연할 연,軟,なん,やわらか、やわらかい
연기 연,煙,えん,けむり、けむる、けむい、けむたい
납 연,鉛,えん,なまり
인연 연,縁,えん,ふち
더울 열,熱,ねつ,あつい
기쁠 열,悦,えつ,
볼 열,閲,えつ,
소금 염,塩,えん,しお
물들 염,染,せん,そめる、そまる、しみる、しみ
불꽃 염,炎,えん,ほのお
비틀 염,捻,ねん,いねる
고울 염,艶,えん,つや、つややか、あでやか、たまめかしい
잎 엽,葉,よう,は
헤엄칠 영,泳,えい,およぐ
꽃부리 영,英,えい,
영화 영,栄,えい,さかえる、はえ
길 영,永,えい,ながい
경영할 영,営,えい,いとなむ
비칠 영,映,えい,うつる、うつす、はえる
맞을 영,迎,げい,むかえる
읊을 영,詠,えい,よむ
그림자 영,影,えい,かげ
미리 예,予,よ,あらかじめ
재주 예,芸,げい,
맡길/ 미리 예,預,よ,あずける、あずかる
날카로울 예,鋭,えい,するどい
벨 예,刈,,かる
이를 예,詣,けい,もうでる
기릴/ 명예 예,誉,よ,ほまれ
다섯 오,五,ご,いつ、いつつ
낮 오,午,ご,
그르칠 오,誤,ご,あやまる
더러울 오,汚,お,けがす、けがれる、けがらわしい、よごす、よごれる、きたない
성씨 오,呉,ご,
즐길 오,娯,ご,
깨달을 오,悟,ご,さとる
깊을 오,奥,おう,おく
거만할 오,傲,ごう,
구슬 옥,玉,ぎょく,たま
집 옥,屋,おく,や
물 댈 옥,沃,よく,
감옥 옥,獄,ごく,
따뜻할 온,温,おん,あたたかい、あたたまる、あたためる
편안할 온,穏,おん,おだやか
늙은이 옹,翁,おう,おきな
낄 옹,擁,よう,
기와 와,瓦,が,かわら
소용돌이 와,渦,か,うず
완전할 완,完,かん,
완연할 완,宛,,あてる
희롱할 완,玩,がん,
팔뚝 완,腕,わん,うで
완고할 완,頑,がん,
느릴 완,緩,かん,ゆるい、ゆるやか、ゆるむ、ゆるめる
임금 왕,王,おう,
갈 왕,往,おう,
왕성할 왕,旺,おう,
바깥 외,外,がい、げ,そと、ほか、はずす、はずれる
두려워할 외,畏,い,おそれる
빛날 요,曜,よう,
요긴할 요,要,よう,いる
오목할 요,凹,おう,ほこ、へこむ、へこます
아리따울 요,妖,よう,あやしい
흔들 요,揺,よう,ゆれる、ゆる、ゆらぐ、ゆるぐ、ゆする、ゆさぶる、ゆすぶる
허리 요,腰,よう,こし
기와 가마 요,窯,よう,かま
노래 요,謡,よう,うたい、うたう
목욕할 욕,浴,よく,あびる、あびせる
하고자 할 욕,欲,よく,ほっする、ほしい
욕될 욕,辱,じょく,はずかしめる
쓸 용,用,よう,もちいる
날랠 용,勇,ゆう,いさむ、いさましい
모양 용,容,よう,
쓸데없을 용,冗,じょう,
떳떳할 용,庸,よう,
물 솟을 용,湧,ゆう,わく
녹을 용,溶,よう,とける、とかす、とく
뛸 용,踊,よう,おどる、おどり
오른쪽 우,右,う、ゆう,みぎ
비 우,雨,う,あめ、あま
소 우,牛,ぎゅう,うし
벗 우,友,ゆう,とも
깃 우,羽,う,は、はね、わ
집 우,宇,う,
우편 우,郵,ゆう,
넉넉할 우,優,ゆう,やさしい、すぐれる
또 우,又,,また
토란 우,芋,,いも
짝 우,偶,ぐう,
만날 우,遇,ぐう,
모퉁이 우,隅,ぐう,すみ
어리석을 우,愚,ぐ,おろか
염려할 우,虞,ぐ,おそれ
근심 우,憂,ゆう,うれえる、うれい
구름 운,雲,うん,くも
옮길 운,運,うん,はこぶ
운율 운,韻,いん,
막힐 울,鬱,うつ,
수컷 웅,雄,ゆう,おす、お
곰 웅,熊,,くま
둥글 원,円,えん,まるい
으뜸 원,元,げん、がん,もと
언덕 원,原,げん,はら
멀 원,遠,えん、おん,とおい
동산 원,園,えん,その
집 원,院,いん,
인원 원,員,いん,
원할 원,願,がん,ねがう
근원 원,源,げん,みなもと
원망할 원,怨,えん、おん,うらむ
담 원,垣,,かき
도울 원,援,えん,
미인 원,媛,えん,ひめ
원숭이 원,猿,えん,さる
달 월,月,げつ、がつ,つき
넘을 월,越,えつ,こす、こえる
맡길 위,委,い,ゆだねる
자리 위,位,い,くらい
에워쌀 위,囲,い,かこむ、かこう
밥통 위,胃,い,
지킬 위,衛,えい,
위태할 위,危,き,あぶない、あやうい、あやぶむ
위엄 위,威,い,
할 위,為,い,ため、なす、なる
시들 위,萎,い,なえる、しおれる、しぼむ
거짓 위,偽,ぎ,にせ、いつわる
벼슬 위,尉,い,
클 위,偉,い,えらい
어긋날 위,違,い,ちがう、ちがえる
위로할 위,慰,い,なぐさめる、なぐさむ
위도 위,緯,い,
말미암을 유,由,ゆ、ゆう、ゆい,よし
있을 유,有,ゆう、う,ある
기름 유,油,ゆ,あぶら
놀 유,遊,ゆう、ゆ,あそぶ
어릴 유,幼,よう,おさない
젖 유,乳,にゅう,ちち、ち
남길 유,遺,い、ゆい,
부드러울 유,柔,じゅう、にゅう,やわらか、やわらかい
그윽할 유,幽,ゆう,
오직 유,唯,ゆい、い,ただ
유유자적할 유,悠,ゆう,
즐거울 유,愉,ゆ,
비유할 유,喩,ゆ,
오히려 유,猶,ゆう,
넉넉할 유,裕,ゆう,
꾈 유,誘,ゆう,さそう
벼리 유,維,い,
타이를 유,諭,ゆ,さとす
선비 유,儒,じゅ,
병 나을 유,癒,ゆ,いえる、いやす
여섯 육,六,ろく,む、むつ、むい、むっつ
고기 육,肉,にく,
기를 육,育,いく,そだつ、そだてる、はぐくむ
불을 윤,潤,じゅん,うるおう、うるおす、うるむ
녹을 융,融,ゆう,
은 은,銀,ぎん,
은혜 은,恩,おん,
숨을 은,隠,いん,かくす、かくれる
새 을 ,乙,おつ,
소리 음,音,おん、いん,おと、ね
마실 음,飲,いん,のむ
읊을 음,吟,ぎん,
그늘 음,陰,いん,かげ、かげる
음란할 음,淫,いん,みだら
울 읍,泣,きゅう,なく
응할 응,応,おう,こたえる
엉길 응,凝,ぎょう,こる、こらす
의원 의,医,い,
뜻 의,意,い,
옷 의,衣,い,ころも
의논할 의,議,ぎ,
옳을 의,義,ぎ,
의심할 의,疑,ぎ,うたがう
의지할 의,依,い、え,
마땅 의,宜,ぎ,
의자 의,椅,い,
거동 의,儀,ぎ,
비길 의,擬,ぎ,
두 이,二,に,ふた、ふたつ
귀 이,耳,じ,みみ
써 이,以,い,
옮길 이,移,い,うつる、うつす
다를 이,異,い,ことなる
두/ 갖은두 이,弐,に,
미끼 이,餌,じ,えさ、え
더할 익,益,えき、やく,
다음날 익,翌,よく,
빠질 익,溺,でき,おぼれる
날개 익,翼,よく,つばさ
사람 인,人,じん、にん,ひと
끌 인,引,いん,ひく、ひける
도장 인,印,いん,しるし
인할 인,因,いん,よる
어질 인,仁,じん、に,
알 인,認,にん,みとめる
칼날 인,刃,じん,は
참을 인,忍,にん,しのぶ、しのばせる
혼인 인,姻,いん,
목구멍 인,咽,いん,むせぶ
한 일,一,いち、いっ,ひと、ひとつ
날 일,日,にち、じつ,ひ、か
한/ 갖은한 일,壱,いち,
편안할 일,逸,いつ,
맡길 임,任,にん,まかせる、まかす
품삯 임,賃,ちん,
아이밸 임,妊,にん,
들 입,入,にゅう,いる、いれる、はいる
남을 잉,剰,じょう,
아들 자,子,し、す,こ
글자 자,字,じ,
스스로 자,自,じ、し,みずから
손윗누이 자,姉,し,あね、ねえ
놈 자,者,しゃ,もの
재물 자,資,し,
모양 자,姿,し,すがた
자석 자,磁,じ,
찌를 자,刺,し,さす、ささる
가시나무 자,茨,,いばら
방자할 자,恣,し,ほしいまま
자주빛 자,紫,し,むらさき
불을 자,滋,じ,
삶을 자,煮,しゃ,にる、にえる、にやす
사랑 자,慈,じ,いつくしむ
암컷 자,雌,し,めす、め
물을 자,諮,し,はかる
지을 작,作,さく、さ,つくる
어제 작,昨,さく,
술 부을 작,酌,しゃく,くむ
벼슬 작,爵,しゃく,
남을 잔,残,ざん,のこる、のこす
사다리 잔,桟,さん,
누에 잠,蚕,さん,かいこ
잠길 잠,潜,せん,ひそむ、もぐる
잠깐 잠,暫,ざん,
섞일 잡,雑,ざつ、ぞう,
긴 장,長,ちょう,ながい
마당 장,場,じょう,ば
글 장,章,しょう,
장막 장,帳,ちょう,
창자 장,腸,ちょう,
베풀 장,張,ちょう,はる
장수 장,将,しょう,
꾸밀 장,装,そう、しょう,よそおう
막을 장,障,しょう,さわる
감출 장,蔵,ぞう,くら
오장 장,臓,ぞう,
어른 장,丈,そう,たけ
장인 장,匠,しょう,
장할 장,壮,そう,
씩씩할/ 별장 장,荘,そう,
손바닥 장,掌,しょう,
단장할 장,粧,しょう,
장사지낼 장,葬,そう,ほうむる
장려할 장,奨,しょう,
재주 재,才,さい,
재목 재,材,ざい,
두 재,再,さい、さ,ふたたび
있을 재,在,ざい,ある
재앙 재,災,さい,わざわい
재물 재,財,ざい、さい,
마를 재,裁,さい,たつ、さばく
재상 재,宰,さい,
심을 재,栽,さい,
재계할/ 집 재,斎,さい,
실을 재,載,さい,のせる、のる
다툴 쟁,争,そう,あらそう
낮을 저,低,てい,ひくい、ひくめる、ひくまる
밑 저,底,てい,そこ
쌓을 저,貯,ちょ,
나타날 저,著,ちょ,あらわす、いちじるしい
엿볼 저,狙,そ,ねらう
막을 저,抵,てい,
집 저,邸,てい,
젓가락 저,箸,,はし
붉을 적,赤,せき、しゃく,あか、あかい、あからむ、あからめる
피리 적,笛,てき,ふえ
과녁 적,的,てき,まと
쌓을 적,積,せき,つむ、つもる
맞을 적,敵,てき,かなう
대적할 적,適,てき,かたき
길쌈할 적,績,せき,
고요할 적,寂,せき、じゃく,さび、さびしい、さびれる
도둑 적,賊,ぞく,
발자취 적,跡,せき,あと
물방울 적,滴,てき,しずく、したたる
정실 적,嫡,ちゃく,
딸 적,摘,てき,つむ
문서 적,籍,せき,
밭/ 논 전,田,でん,た
앞 전,前,ぜん,まえ
번개 전,電,でん,
온전할 전,全,ぜん,まったく
구를 전,転,てん,ころがる、ころげる、ころがす、ころぶ
전할 전,伝,でん,つたえる、つたわる、つたう
법 전,典,てん,
싸움 전,戦,せん,いくさ、たたかう
돈 전,銭,せん,ぜに
오로지 전,専,せん,もっぱら
펼 전,展,てん,
마개 전,栓,せん,
전각 전,殿,でん、てん,との、どの
메울 전/ 누를 진,塡,てん,
달일 전,煎,せん,いる
설명할 전,詮,せん,
찌지 전,箋,せん,
끊을 절/ 모두 체,切,せつ、さい,きる、きれる
꺾을 절,折,せつ,おる、おれる
마디 절,節,せつ、せち,ふし
끊을 절,絶,ぜつ,たえる、たやす、たつ
훔칠 절,窃,せつ,
가게 점,店,てん,みせ
점 점,点,てん,
점령할/ 점칠 점,占,せん,しめる、うらなう
붙을 점,粘,ねん,ねばる
점점 점,漸,ぜん,
이을 접,接,せつ,つぐ
바를 정,正,しょう、せい,ただしい、ただす、まさ
밭두둑 정,町,ちょう,まち
고무래/ 장정 정,丁,ちょう、てい,
정할 정,定,てい、じょう,さだめる、さだまる、さだか
뜰 정,庭,てい,にわ
가지런할 정,整,せい,ととのう、ととのえる
머무를 정,停,てい,
고요할 정,静,せい、じょう,しずか、しずまる、しずめる
정사 정,政,せい、しょう,まつりごと
뜻 정,情,じょう、せい,なさけ
한도/ 길 정,程,てい,ほど
정할 정,精,せい、しょう,
정수리 정,頂,ちょう,いただく、いたかき
우물 정,井,せい,い
우물 정,丼,とん,どんぶり
드릴 정,呈,てい,
조정 정,廷,てい,
칠 정,征,せい,
정자 정,亭,てい,
곧을 정,貞,てい,
바로잡을 정,訂,てい,
깨끗할 정,浄,じょう,
염탐할 정,偵,てい,
맑을 정,晶,しょう,
배 정,艇,てい,
덩이 정,錠,じょう,
아우 제,弟,てい、だい、で,おとうと
차례 제,第,だい,
제사 제,祭,さい,まつる、まつり
제목 제,題,だい,
절제할 제,制,せい,
끌 제,提,てい,さげる
지을 제,製,せい,
즈음 제,際,さい,きわ
덜 제,除,じょ、じ,のぞく
건널 제,済,さい,すむ、すます
모두 제,諸,しょ,
가지런할 제,斉,せい,
임금 제,帝,てい,
약제 제,剤,ざい,
둑 제,堤,てい,つつみ
이를 조,早,そう、さっ,はやい、はやまる、はやめる
새 조,鳥,ちょう,とり
짤 조,組,そ,くむ、くみ
아침 조,朝,ちょう,あさ
도울 조,助,じょ,たすける、たすかる、すけ
조사할 조,調,ちょう,しらべる、ととのう、ととのえる
조 조,兆,ちょう,きざす
비칠 조,照,しょう,てる、てらす、てれる
가지 조,条,じょう,
할아버지 조,祖,そ,
지을 조,造,ぞう,つくる
밀물/조수 조,潮,ちょう,しお
잡을 조,操,そう,みさお、あやつる
손톱 조,爪,,つめ、つま
조상할 조,弔,ちょう,とむらう
막힐 조,阻,そ,はばむ
조세 조,租,そ,
둘 조,措,そ,
무리 조,曹,そう,
조잡할 조,粗,そ,あらい
새길 조,彫,ちょう,ほる
바라볼 조,眺,ちょう,ながめる
낚을/낚시 조,釣,ちょう,つる
조서 조,詔,しょう,みことのり
만날 조,遭,そう,あう
비웃을 조,嘲,ちょう,あざける
구유 조,槽,そう,
마를 조,燥,そう,
고치 켤 조,繰,,くる
마름 조,藻,そう,も
발 족,足,そく,あし、たりる、たす
겨레 족,族,ぞく,
있을 존,存,そん、ぞん,
높을 존,尊,そん,たっとい、とうとい、たっとぶ、とうとぶ
마칠 졸,卒,そつ,
옹졸할 졸,拙,せつ,つたない
마칠 종,終,しゅう,おわる、おえる
씨 종,種,しゅ,たね
마루 종,宗,しゅう、そう,
좇을 종,従,じゅう、しょう、じゅ,したがう、したがえる
세로 종,縦,じゅう,たて
종기 종,腫,しゅ,はれる、はらす
자취 종,踪,そう,
쇠북 종,鐘,しょう,かね
왼 좌,左,さ,ひだり
자리 좌,席,ざ,すわる
도울 좌,佐,さ,
꺾을 좌,挫,ざ,
허물 죄,罪,ざい,つみ
달릴 주,走,そう,はしる
낮 주,昼,ちゅう,ひる
돌 주,週,しゅう,
주인 주,主,しゅ、す,ぬし、おも
고을 주,州,しゅう、す,
살 주,住,じゅう,すむ、すまう
부을 주,注,ちゅう,そそぐ
기둥 주,柱,ちゅう,はしら
술 주,酒,しゅ,さけ、さか
두루 주,周,しゅう,まわり
집 주,宙,ちゅう,
연주할 주,奏,そう,かなでる
주식 주,株,,かぶ
붉을 주,朱,しゅ,
배 주,舟,しゅう,ふね、ふな
팔꿈치 주,肘,,ひじ
빌 주,呪,じゅ,
진한 술 주,酎,ちゅう,
구슬 주,珠,しゅ,
머무를 주,駐,ちゅう,
쇠불릴 주,鋳,ちゅう,いる
대 죽,竹,ちく,たけ
준비할 준,準,じゅん,
준걸 준,俊,しゅん,
승인할 준,准,じゅん,
좇을 준,遵,じゅん,
가운데 중,中,ちゅう、じゅう,なか
무거울 중,重,じゅう、ちょう,え、おもい、かさねる、かさなる
버금 중,仲,ちゅう,なか
무리 중,衆,しゅう、しゅ,
곧 즉,即,そく,
즙 즙,汁,じゅう,しる
